s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,wavelength_μm
0.0061435928849444,-0.093118050669704,0.2238831268913356,-0.3745692243205566,0.2238831268913356,-0.3745692243205566,0.0061435928849444,-0.093118050669704,1.529
0.0056975188599427,-0.0930806647720867,0.2220986013161651,-0.3761460748439619,0.2220986013161651,-0.3761460748439619,0.0056975188599427,-0.0930806647720867,1.5291
0.0052518112430345,-0.0930402383497529,0.2203032375566046,-0.3777143582628288,0.2203032375566046,-0.3777143582628288,0.0052518112430345,-0.0930402383497529,1.5292
0.0048065181713276,-0.0929967649367247,0.2184970769579186,-0.3792739992940226,0.2184970769579186,-0.3792739992940226,0.0048065181713276,-0.0929967649367247,1.5293
0.0043616881250463,-0.092950239387592,0.2166801613981082,-0.3808249228583295,0.2166801613981082,-0.3808249228583295,0.0043616881250463,-0.092950239387592,1.5294
0.0039173698867055,-0.0929006578878,0.2148525332866852,-0.382367054084076,0.2148525332866852,-0.382367054084076,0.0039173698867055,-0.0929006578878,1.5295
0.0034736125000184,-0.0928480179626433,0.2130142355634532,-0.3839003183107176,0.2130142355634532,-0.3839003183107176,0.0034736125000184,-0.0928480179626433,1.5296
0.0030304652286133,-0.0927923184849578,0.2111653116972729,-0.3854246410924078,0.2111653116972729,-0.3854246410924078,0.0030304652286133,-0.0927923184849578,1.5297
0.0025879775145491,-0.0927335596815515,0.2093058056848052,-0.3869399482015804,0.2093058056848052,-0.3869399482015804,0.0025879775145491,-0.0927335596815515,1.5298
0.0021461989367057,-0.0926717431383274,0.2074357620492561,-0.3884461656324836,0.2074357620492561,-0.3884461656324836,0.0021461989367057,-0.0926717431383274,1.5299
0.0017051791690766,-0.0926068718041055,0.205555225839093,-0.3899432196047405,0.205555225839093,-0.3899432196047405,0.0017051791690766,-0.0926068718041055,1.53
0.0012649679390245,-0.0925389499931562,0.2036642426268139,-0.3914310365668187,0.2036642426268139,-0.3914310365668187,0.0012649679390245,-0.0925389499931562,1.5301
0.0008256149854633,-0.0924679833864546,0.2017628585075617,-0.3929095431996354,0.2017628585075617,-0.3929095431996354,0.0008256149854633,-0.0924679833864546,1.5302
0.0003871700171478,-0.0923939790316095,0.1998511200979085,-0.394378666419976,0.1998511200979085,-0.394378666419976,0.0003871700171478,-0.0923939790316095,1.5303
-5.031732903933419e-05,-0.0923169453415283,0.1979290745344784,-0.3958383333840439,0.1979290745344784,-0.3958383333840439,-5.031732903933419e-05,-0.0923169453415283,1.5304
