wavelength	s1	s2	s3	s4	s5	s6	s7	s8
1.58337	-35.9115	-39.758	-39.5973	-45.6537	-41.894	-40.092	-42.0418	-35.103
1.58336	-34.964	-38.9644	-38.9459	-46.1958	-42.3144	-41.2433	-44.3623	-35.7805
1.58336	-34.704	-38.7964	-38.9553	-47.7478	-43.1006	-43.0566	-48.5004	-36.7946
1.58335	-35.1098	-39.2636	-39.6315	-50.6885	-44.1022	-45.4373	-58.3117	-38.0093
1.58334	-36.274	-40.4644	-41.0922	-55.2445	-44.9997	-47.4606	-57.0181	-39.1439
1.58333	-38.4791	-42.6654	-43.6517	-54.7136	-45.3578	-47.1662	-48.2666	-39.8088
1.58332	-42.5424	-46.6098	-48.1013	-49.5186	-45.0299	-45.2455	-44.46	-39.8321
1.58331	-52.0285	-55.6151	-54.4011	-45.9391	-44.3619	-43.5317	-42.357	-39.482
1.5833	-48.3959	-55.4088	-49.1529	-43.6459	-43.7945	-42.5321	-41.2394	-39.1656
1.58329	-40.6535	-46.4953	-43.9737	-42.2174	-43.6031	-42.3007	-40.8484	-39.1593
1.58328	-36.8002	-42.5598	-40.9161	-41.4364	-43.9501	-42.8904	-41.0859	-39.6203
1.58327	-34.4909	-40.3736	-39.0313	-41.1794	-44.9932	-44.4888	-41.9375	-40.6677
1.58326	-33.101	-39.2173	-37.9252	-41.3482	-46.988	-47.597	-43.4464	-42.4311
1.58326	-32.3957	-38.8498	-37.4244	-41.8067	-50.3981	-53.0952	-45.6761	-44.9692
1.58325	-32.2882	-39.2125	-37.4562	-42.3015	-54.708	-52.4579	-48.4621	-47.4008
1.58324	-32.7786	-40.3699	-38.0095	-42.444	-52.0508	-46.1537	-50.3396	-46.6814
1.58323	-33.9528	-42.5234	-39.1304	-41.9565	-47.2157	-42.1942	-49.3172	-43.7453
1.58322	-36.0343	-45.9313	-40.9456	-40.9831	-43.9662	-39.6462	-47.2511	-41.1969
1.58321	-39.5534	-48.6994	-43.75	-39.906	-41.8378	-37.9813	-45.7462	-39.4219
1.5832	-45.4338	-45.5116	-48.3479	-39.0137	-40.49	-36.9636	-45.0278	-38.3147
1.58319	-45.1507	-41.5489	-58.6522	-38.4465	-39.7565	-36.484	-45.0577	-37.7746
1.58318	-39.0997	-38.8155	-57.6647	-38.2635	-39.5645	-36.5012	-45.7901	-37.7498
1.58317	-35.4003	-37.0411	-49.369	-38.4887	-39.9019	-37.0246	-47.112	-38.2337
1.58316	-33.1095	-35.9936	-46.0069	-39.1184	-40.8115	-38.1194	-48.4863	-39.2658
1.58316	-31.703	-35.5596	-44.348	-40.0735	-42.4078	-39.9428	-48.5479	-40.9444
1.58315	-30.9533	-35.7073	-43.6552	-41.0531	-44.9219	-42.8632	-46.8584	-43.4472
1.58314	-30.7623	-36.4758	-43.6064	-41.3889	-48.701	-47.9533	-44.7623	-46.9285
1.58313	-31.104	-38.0003	-43.9454	-40.566	-52.4997	-60.5021	-43.0761	-49.9658
1.58312	-32.0089	-40.6061	-44.3312	-39.0069	-50.0909	-51.2491	-41.9623	-48.2487
1.58311	-33.57	-45.1149	-44.3457	-37.4058	-46.2401	-45.0179	-41.4141	-45.0113
1.5831	-35.953	-51.9935	-43.7935	-36.101	-43.7033	-41.9079	-41.4095	-42.687
1.58309	-39.2475	-46.7324	-42.9098	-35.1887	-42.2018	-40.1613	-41.9341	-41.2348
1.58308	-41.8263	-41.4267	-42.0733	-34.6871	-41.4837	-39.2678	-42.945	-40.4547
1.58307	-39.9001	-38.3954	-41.5413	-34.6034	-41.4385	-39.0292	-44.2275	-40.2245
1.58307	-36.7242	-36.6008	-41.453	-34.9587	-42.056	-39.3723	-45.0809	-40.4826
1.58306	-34.4213	-35.6417	-41.9097	-35.8013	-43.4267	-40.2982	-44.562	-41.2103
1.58305	-32.9673	-35.3604	-43.0452	-37.2225	-45.8044	-41.8757	-42.9321	-42.4263
1.58304	-32.1847	-35.7201	-45.12	-39.3721	-49.8198	-44.26	-41.1773	-44.192
1.58303	-31.9591	-36.7823	-48.7891	-42.3874	-56.3799	-47.7027	-39.7877	-46.6365
1.58302	-32.2226	-38.7514	-56.6951	-45.3985	-54.1215	-51.9679	-38.8833	-50.021
1.58301	-32.9212	-42.1854	-61.321	-44.6216	-48.5026	-52.8093	-38.483	-54.9067
1.583	-33.9683	-49.2031	-50.4561	-41.4578	-45.3057	-49.8374	-38.6054	-61.9132
1.58299	-35.1586	-58.8775	-46.2732	-38.9004	-43.4643	-47.6504	-39.3068	-61.9238
1.58298	-36.0873	-45.2139	-44.1024	-37.198	-42.5059	-46.6977	-40.7207	-57.8022
1.58297	-36.3406	-40.5473	-43.0954	-36.1895	-42.226	-46.8509	-43.1541	-55.888
1.58297	-35.9881	-38.0613	-42.9949	-35.7602	-42.5279	-48.1891	-47.4345	-55.3391
1.58296	-35.5164	-36.7307	-43.7468	-35.8575	-43.3473	-51.2227	-56.5911	-55.5397
1.58295	-35.3488	-36.2321	-45.3474	-36.4801	-44.5678	-57.8671	-52.691	-55.8417
1.58294	-35.7334	-36.4691	-47.3485	-37.6807	-45.8509	-59.742	-45.7028	-55.4153
1.58293	-36.8452	-37.4805	-47.4628	-39.5876	-46.501	-51.0962	-42.1633	-53.9088
1.58292	-38.805	-39.4609	-44.7319	-42.464	-46.0608	-46.743	-40.1144	-51.7924
1.58291	-41.1107	-42.9046	-41.7664	-46.7628	-45.0337	-44.1821	-38.9836	-49.5632
1.5829	-40.8811	-48.566	-39.5172	-51.2873	-44.1284	-42.6651	-38.5534	-47.4243
1.58289	-37.7509	-48.3448	-37.9926	-48.6553	-43.7035	-41.916	-38.7434	-45.439
1.58288	-34.7874	-42.658	-37.1111	-44.9038	-43.9218	-41.8348	-39.5417	-43.6387
1.58287	-32.6953	-39.1995	-36.8361	-42.6881	-44.9374	-42.4246	-40.9485	-42.0515
1.58287	-31.418	-37.1945	-37.1963	-41.5839	-47.0135	-43.7955	-42.7861	-40.7027
1.58286	-30.8979	-36.1679	-38.3154	-41.3056	-50.4992	-46.2518	-44.0622	-39.6131
1.58285	-31.1788	-35.9395	-40.5143	-41.702	-53.0679	-50.6611	-43.1815	-38.8004
1.58284	-32.4774	-36.4858	-44.7288	-42.6323	-49.0086	-60.3769	-40.9102	-38.2822
1.58283	-35.445	-37.9146	-55.5547	-43.7753	-44.7608	-55.4705	-38.7459	-38.0799
1.58282	-42.607	-40.4903	-48.7471	-44.3962	-41.8681	-48.7308	-37.1091	-38.2232
1.58281	-42.5417	-44.2932	-41.3642	-43.8308	-39.9508	-45.4032	-36.0098	-38.7559
1.5828	-33.1757	-45.0907	-37.5295	-42.5081	-38.7614	-43.5891	-35.4014	-39.7422
1.58279	-28.2795	-40.813	-35.1452	-41.2369	-38.1833	-42.7522	-35.2527	-41.2672
1.58278	-25.0344	-37.2971	-33.6336	-40.4186	-38.1828	-42.7156	-35.5607	-43.3829
1.58278	-22.6881	-35.0076	-32.768	-40.198	-38.798	-43.4683	-36.357	-45.722
1.58277	-20.9337	-33.6295	-32.4551	-40.6776	-40.1654	-45.1358	-37.7213	-46.4399
1.58276	-19.6083	-32.9888	-32.6744	-42.0373	-42.631	-47.985	-39.8182	-44.4753
1.58275	-18.6016	-33.028	-33.4675	-44.6776	-47.2313	-51.7136	-42.9849	-41.9625
1.58274	-17.8174	-33.7806	-34.9604	-49.3721	-60.5809	-51.1503	-47.8433	-39.9752
1.58273	-17.1512	-35.3772	-37.4531	-51.4984	-50.9204	-46.9608	-52.0717	-38.6059
1.58272	-16.4835	-38.027	-41.7713	-45.3467	-43.7745	-43.7893	-47.7387	-37.7909
1.58271	-15.6959	-41.2753	-51.8563	-40.9888	-40.1443	-41.7338	-43.9225	-37.4816
1.5827	-14.7126	-40.8063	-49.3224	-38.1862	-37.9319	-40.5131	-41.7308	-37.6676
1.58269	-13.5364	-37.0527	-41.2491	-36.3466	-36.5706	-39.9754	-40.5966	-38.3832
1.58268	-12.2381	-34.0484	-37.6327	-35.1992	-35.8349	-40.0677	-40.2474	-39.7278
1.58268	-10.9109	-32.1072	-35.6829	-34.6183	-35.6249	-40.8166	-40.5762	-41.9248
1.58267	-9.63349	-31.0341	-34.7521	-34.5537	-35.904	-42.3399	-41.5718	-45.5141
1.58266	-8.45757	-30.7225	-34.6364	-35.0081	-36.6759	-44.8915	-43.2976	-52.1131
1.58265	-7.41198	-31.1452	-35.3245	-36.037	-37.9745	-48.7638	-45.8658	-56.1543
1.58264	-6.51038	-32.2466	-36.9855	-37.7755	-39.8389	-51.3855	-49.1777	-47.9588
1.58263	-5.75761	-33.4568	-40.1618	-40.5165	-42.1871	-47.7752	-51.4362	-43.8401
1.58262	-5.15391	-32.8452	-47.0031	-44.9373	-44.3115	-44.0848	-50.2239	-41.5636
1.58261	-4.6973	-29.9222	-56.5742	-51.6697	-44.6015	-41.701	-48.2861	-40.3472
1.5826	-4.38486	-26.6856	-42.4854	-48.9218	-43.207	-40.2929	-47.3092	-39.912
1.58259	-4.2134	-23.9532	-37.6432	-43.958	-41.7613	-39.6431	-47.4661	-40.1663
1.58258	-4.17962	-21.763	-34.9977	-41.3745	-40.9291	-39.654	-48.6863	-41.1222
1.58258	-4.28008	-20.0248	-33.5267	-40.2524	-40.8384	-40.2915	-50.0163	-42.8614
1.58257	-4.51087	-18.6508	-32.9143	-40.2759	-41.555	-41.506	-48.371	-45.3712
1.58256	-4.86709	-17.5653	-33.08	-41.5123	-43.2064	-42.9755	-44.5478	-47.4044
1.58255	-5.34208	-16.6966	-34.0961	-44.5611	-45.8668	-43.5457	-41.1372	-45.9439
1.58254	-5.92634	-15.9671	-36.2398	-52.4339	-47.9956	-42.1391	-38.5197	-42.8082
1.58253	-6.60625	-15.2886	-40.2166	-54.3519	-45.6803	-39.8107	-36.5693	-40.2116
1.58252	-7.36272	-14.5684	-45.7762	-43.5214	-42.0171	-37.6892	-35.1612	-38.3592
1.58251	-8.17058	-13.7307	-40.9145	-38.8036	-39.2488	-36.0636	-34.2138	-37.1221
1.5825	-8.99948	-12.7446	-35.6377	-35.9523	-37.3653	-34.9365	-33.68	-36.3897
1.58249	-9.81778	-11.6338	-32.4326	-34.1344	-36.1892	-34.2684	-33.5381	-36.0901
1.58249	-10.5996	-10.4592	-30.4458	-33.0532	-35.6167	-34.032	-33.7876	-36.176
1.58248	-11.3334	-9.28925	-29.3068	-32.5914	-35.612	-34.222	-34.448	-36.6089
1.58247	-12.0267	-8.1801	-28.8574	-32.7244	-36.2018	-34.8593	-35.5589	-37.3372
1.58246	-12.7061	-7.16985	-29.0193	-33.5073	-37.4937	-35.999	-37.1716	-38.2616
1.58245	-13.4092	-6.28118	-29.6745	-35.1098	-39.7514	-37.7482	-39.2898	-39.1863
1.58244	-14.1768	-5.52606	-30.3824	-37.96	-43.6686	-40.2992	-41.5666	-39.8181
1.58243	-15.0449	-4.90989	-30.042	-43.3737	-51.7492	-43.9276	-42.6361	-39.9357
1.58242	-16.0399	-4.4343	-28.043	-53.1802	-51.7829	-48.0221	-41.5071	-39.6165
1.58241	-17.1732	-4.09891	-25.3671	-42.5502	-43.8242	-47.4731	-39.6103	-39.1551
1.5824	-18.4343	-3.90238	-22.8604	-37.1939	-40.0432	-44.0834	-38.0384	-38.8189
1.58239	-19.7782	-3.84283	-20.7453	-34.2408	-37.9587	-41.6708	-37.0017	-38.7648
1.58239	-21.1132	-3.918	-19.0168	-32.5053	-36.9009	-40.2551	-36.4763	-39.0734
1.58238	-22.3061	-4.12511	-17.6218	-31.5977	-36.6377	-39.5407	-36.4131	-39.7872
1.58237	-23.2362	-4.46041	-16.502	-31.3681	-37.1027	-39.281	-36.7718	-40.9175
1.58236	-23.8833	-4.91847	-15.5987	-31.7699	-38.306	-39.2137	-37.5148	-42.391
1.58235	-24.3557	-5.49112	-14.8489	-32.7983	-40.1834	-39.0336	-38.5835	-43.8775
1.58234	-24.8211	-6.16602	-14.182	-34.3733	-41.9061	-38.5072	-39.8531	-44.6228
1.58233	-25.4297	-6.92506	-13.5217	-35.9059	-41.241	-37.6494	-41.0802	-44.1192
1.58232	-26.2868	-7.74302	-12.7981	-35.8322	-38.5979	-36.6855	-41.9459	-42.938
1.58231	-27.4548	-8.58782	-11.9667	-33.8812	-36.0675	-35.8534	-42.3141	-41.8217
1.5823	-28.9442	-9.42363	-11.0236	-31.64	-34.1973	-35.3105	-42.4005	-41.0864
1.58229	-30.6536	-10.2184	-10.0028	-29.8786	-32.9752	-35.153	-42.5378	-40.8071
1.58229	-32.2282	-10.9539	-8.95757	-28.7081	-32.3419	-35.4574	-42.9027	-40.9776
1.58228	-33.0478	-11.634	-7.94124	-28.0934	-32.2762	-36.3155	-43.3787	-41.5436
1.58227	-32.8675	-12.2854	-6.99591	-27.968	-32.8125	-37.8626	-43.4413	-42.3549
1.58226	-32.2127	-12.9506	-6.15032	-28.1927	-34.0679	-40.2573	-42.4831	-43.06
1.58225	-31.6661	-13.6776	-5.4221	-28.4058	-36.3265	-43.1443	-40.688	-43.1431
1.58224	-31.5092	-14.512	-4.82107	-27.9334	-40.3452	-43.3941	-38.7417	-42.4137
1.58223	-31.8532	-15.4913	-4.35203	-26.3673	-48.7324	-40.1891	-37.0608	-41.2663
1.58222	-32.7629	-16.6422	-4.0168	-24.1561	-46.353	-37.1226	-35.7802	-40.1717
1.58221	-34.2919	-17.9748	-3.81542	-21.9088	-39.1157	-34.9259	-34.9276	-39.376
1.5822	-36.3822	-19.4696	-3.74694	-19.9029	-35.4657	-33.4719	-34.5089	-38.9703
1.5822	-38.3098	-21.0517	-3.80961	-18.2015	-33.3896	-32.6324	-34.5407	-38.986
1.58219	-38.188	-22.5597	-4.00096	-16.7908	-32.305	-32.3434	-35.0679	-39.4357
1.58218	-36.1331	-23.7606	-4.31742	-15.6353	-32.017	-32.5983	-36.1879	-40.3136
1.58217	-33.996	-24.4917	-4.75381	-14.6921	-32.5032	-33.4515	-38.1069	-41.5442
1.58216	-32.4107	-24.8254	-5.30238	-13.9136	-33.8791	-35.0516	-41.3195	-42.829
1.58215	-31.4095	-25.0086	-5.95174	-13.2456	-36.4142	-37.7554	-47.5038	-43.4818
1.58214	-30.9374	-25.2778	-6.6855	-12.6275	-40.0242	-42.5924	-65.3633	-42.9615
1.58213	-30.955	-25.7814	-7.48137	-11.9976	-39.8687	-54.1337	-45.9951	-41.7167
1.58212	-31.4521	-26.5951	-8.31141	-11.3051	-35.3275	-45.8486	-40.7116	-40.4793
1.58211	-32.4493	-27.7424	-9.14466	-10.5241	-31.6971	-39.5045	-37.8827	-39.6069
1.5821	-33.9958	-29.1815	-9.95314	-9.6608	-29.1948	-36.3149	-36.2372	-39.2143
1.5821	-36.1445	-30.7333	-10.72	-8.74814	-27.4969	-34.5434	-35.3678	-39.3495
1.58209	-38.7796	-31.9906	-11.4466	-7.83088	-26.4005	-33.6979	-35.0979	-40.0687
1.58208	-40.899	-32.4959	-12.1542	-6.95233	-25.7743	-33.6147	-35.3297	-41.4693
1.58207	-40.6542	-32.2892	-12.879	-6.14704	-25.4976	-34.2854	-35.9664	-43.6797
1.58206	-38.9182	-31.8751	-13.6644	-5.43939	-25.3971	-35.8364	-36.8181	-46.5243
1.58205	-37.3981	-31.6856	-14.553	-4.84513	-25.1894	-38.579	-37.48	-47.7196
1.58204	-36.5341	-31.9501	-15.5815	-4.37374	-24.5352	-42.7597	-37.429	-45.2161
1.58203	-36.35	-32.8172	-16.7761	-4.03052	-23.294	-43.726	-36.5807	-42.2248
1.58202	-36.8419	-34.4762	-18.1462	-3.81816	-21.6616	-39.0435	-35.405	-40.0076
1.58201	-38.0504	-37.3165	-19.6701	-3.73765	-19.9401	-35.3975	-34.3541	-38.5181
1.58201	-40.0403	-42.3796	-21.2688	-3.78887	-18.327	-33.0493	-33.6469	-37.6038
1.582	-42.5859	-50.0846	-22.7775	-3.97073	-16.9044	-31.6136	-33.3703	-37.1406
1.58199	-43.7824	-42.7184	-23.9702	-4.28096	-15.6887	-30.8889	-33.5728	-37.0132
1.58198	-41.7292	-37.6049	-24.7093	-4.71559	-14.6649	-30.7888	-34.3082	-37.0797
1.58197	-38.9392	-34.7744	-25.0921	-5.26806	-13.8025	-31.2913	-35.6494	-37.1476
1.58196	-36.7759	-33.1429	-25.3738	-5.92785	-13.0604	-32.3903	-37.6351	-37.0061
1.58195	-35.2961	-32.3178	-25.7935	-6.67881	-12.3904	-33.9438	-39.8758	-36.543
1.58194	-34.3843	-32.138	-26.513	-7.49757	-11.7407	-35.1614	-40.4999	-35.8327
1.58193	-33.945	-32.5472	-27.6405	-8.35294	-11.0647	-34.5217	-38.5005	-35.0653
1.58192	-33.9094	-33.5529	-29.2566	-9.20808	-10.3314	-32.3194	-36.0216	-34.4205
1.58191	-34.2197	-35.2039	-31.3861	-10.0271	-9.53372	-30.0334	-34.1137	-34.0196
1.58191	-34.8074	-37.5056	-33.7634	-10.7855	-8.68865	-28.2119	-32.8699	-33.9393
1.5819	-35.5659	-39.9285	-35.2179	-11.4806	-7.8289	-26.8979	-32.2383	-34.2385
1.58189	-36.3251	-40.4339	-34.5743	-12.135	-6.99185	-26.0245	-32.1923	-34.981
1.58188	-36.8739	-38.5112	-32.9806	-12.7909	-6.21124	-25.4964	-32.7616	-36.2524
1.58187	-37.0778	-36.3403	-31.6547	-13.4994	-5.51347	-25.1779	-34.0605	-38.1669
1.58186	-36.9987	-34.7638	-30.9061	-14.3113	-4.91731	-24.8613	-36.3708	-40.7796
1.58185	-36.8443	-33.822	-30.7615	-15.2709	-4.43526	-24.2838	-40.4283	-43.3765
1.58184	-36.8268	-33.4429	-31.2272	-16.4136	-4.07527	-23.2659	-48.2124	-43.2731
1.58183	-37.1009	-33.5671	-32.3577	-17.7615	-3.84221	-21.8583	-45.3778	-40.7893
1.58182	-37.7792	-34.1485	-34.2968	-19.3131	-3.73897	-20.2731	-38.8194	-38.4999
1.58182	-38.9682	-35.1201	-37.3396	-21.0157	-3.76708	-18.7071	-35.3099	-36.971
1.58181	-40.8	-36.3113	-41.7588	-22.7173	-3.92711	-17.2706	-33.2504	-36.1563
1.5818	-43.4237	-37.3151	-43.8358	-24.1377	-4.21856	-16.0048	-32.0877	-35.9836
1.58179	-46.6283	-37.5651	-39.9174	-25.001	-4.63956	-14.9106	-31.5809	-36.4178
1.58178	-47.9605	-36.9495	-36.6428	-25.3208	-5.18606	-13.9679	-31.5814	-37.4256
1.58177	-45.6833	-35.9771	-34.6855	-25.4061	-5.8505	-13.1443	-31.9175	-38.8201
1.58176	-43.1024	-35.1365	-33.6899	-25.5817	-6.61997	-12.3995	-32.2752	-39.8268
1.58175	-41.3489	-34.6591	-33.4715	-26.0571	-7.47383	-11.6906	-32.1683	-39.1848
1.58174	-40.3751	-34.639	-33.9882	-26.9644	-8.38164	-10.9777	-31.293	-37.1925
1.58173	-40.0595	-35.1409	-35.3303	-28.426	-9.30305	-10.2327	-29.899	-35.103
1.58172	-40.3217	-36.2629	-37.8101	-30.6193	-10.1924	-9.4458	-28.4416	-33.4422
1.58172	-41.0922	-38.205	-42.4115	-33.862	-11.0099	-8.62626	-27.1973	-32.2933
1.58171	-42.2198	-41.4457	-54.9952	-38.5857	-11.7372	-7.79778	-26.263	-31.6413
1.5817	-43.273	-47.522	-46.6941	-41.9035	-12.3872	-6.9904	-25.6414	-31.4714
1.58169	-43.4754	-57.3014	-39.602	-38.2246	-13.0023	-6.23344	-25.2772	-31.7924
1.58168	-42.5311	-45.7685	-36.0988	-34.9196	-13.6415	-5.55151	-25.0483	-32.6443
1.58167	-41.0971	-40.7888	-34.0418	-33.0534	-14.3666	-4.96336	-24.7467	-34.0995
1.58166	-39.805	-38.0504	-32.8543	-32.2157	-15.2338	-4.48236	-24.1207	-36.2217
1.58165	-38.8997	-36.4302	-32.3085	-32.2	-16.2922	-4.11769	-23.0357	-38.73
1.58164	-38.4407	-35.5375	-32.3067	-32.9645	-17.5843	-3.87558	-21.5916	-39.846
1.58163	-38.4381	-35.1945	-32.8186	-34.6172	-19.1456	-3.76024	-20.0126	-38.103
1.58162	-38.9007	-35.3059	-33.8615	-37.5171	-20.9956	-3.77462	-18.482	-35.6801
1.58162	-39.8448	-35.8086	-35.4961	-42.695	-23.1042	-3.92076	-17.0962	-33.8294
1.58161	-41.2761	-36.6414	-37.8105	-49.7269	-25.301	-4.19999	-15.888	-32.6628
1.5816	-43.0966	-37.7136	-40.7476	-42.5273	-27.1461	-4.61273	-14.8554	-32.1013
1.58159	-44.8119	-38.8738	-43.1381	-37.698	-28.1057	-5.158	-13.9766	-32.0558
1.58158	-45.3443	-39.9153	-42.538	-35.0371	-28.2316	-5.83238	-13.2179	-32.4019
1.58157	-44.3991	-40.6858	-40.3597	-33.5528	-28.1178	-6.62838	-12.5364	-32.873
1.58156	-43.0295	-41.2436	-38.5895	-32.8779	-28.2361	-7.53198	-11.8848	-32.956
1.58155	-41.9735	-41.8499	-37.5306	-32.8656	-28.8105	-8.51942	-11.2179	-32.1696
1.58154	-41.4325	-42.8245	-37.1046	-33.4738	-29.9568	-9.5543	-10.5027	-30.6631
1.58153	-41.4235	-44.4657	-37.212	-34.7294	-31.7639	-10.5875	-9.72715	-28.9753
1.58153	-41.9034	-46.9135	-37.7493	-36.703	-34.2222	-11.564	-8.90225	-27.4626
1.58152	-42.7373	-48.8346	-38.5561	-39.3571	-36.6092	-12.4396	-8.05617	-26.2485
1.58151	-43.5482	-46.747	-39.339	-41.6577	-36.7035	-13.2011	-7.22419	-25.3422
1.5815	-43.654	-43.1145	-39.7018	-41.0654	-34.6654	-13.8766	-6.44011	-24.7013
1.58149	-42.7119	-40.2207	-39.4618	-38.6866	-32.6668	-14.527	-5.73152	-24.2456
1.58148	-41.2357	-38.1576	-38.8729	-36.6717	-31.3353	-15.227	-5.11885	-23.8519
1.58147	-39.8361	-36.7668	-38.3366	-35.4029	-30.6777	-16.049	-4.6162	-23.3603
1.58146	-38.7898	-35.9386	-38.1343	-34.8317	-30.6464	-17.0573	-4.23297	-22.626
1.58145	-38.1796	-35.6174	-38.4385	-34.912	-31.2404	-18.3096	-3.97532	-21.6022
1.58144	-38.0291	-35.7895	-39.4104	-35.6637	-32.536	-19.8602	-3.84736	-20.3658
1.58143	-38.3559	-36.4773	-41.3104	-37.2071	-34.749	-21.7601	-3.85201	-19.0508
1.58143	-39.1809	-37.7358	-44.6957	-39.8609	-38.4601	-24.0369	-3.99143	-17.7715
1.58142	-40.4926	-39.6155	-50.3369	-44.4855	-45.8969	-26.6043	-4.26733	-16.5949
1.58141	-42.0737	-41.9064	-48.9748	-52.3621	-53.5218	-28.9941	-4.68087	-15.5471
1.5814	-43.0613	-43.1889	-42.9576	-46.8649	-41.5711	-30.2255	-5.23231	-14.6264
1.58139	-42.3158	-41.7485	-39.1769	-41.3443	-37.2447	-30.0499	-5.9202	-13.8129
1.58138	-40.3834	-39.2366	-36.7266	-38.3284	-34.9937	-29.4462	-6.73992	-13.0751
1.58137	-38.4348	-37.1086	-35.1101	-36.5961	-33.8558	-29.1453	-7.68139	-12.3744
1.58136	-36.905	-35.5819	-34.0984	-35.7049	-33.5147	-29.3969	-8.72564	-11.6729
1.58135	-35.8538	-34.5976	-33.5765	-35.4729	-33.8652	-30.3042	-9.84075	-10.9408
1.58134	-35.2613	-34.0862	-33.4855	-35.8312	-34.9206	-32.0013	-10.979	-10.1644
1.58134	-35.1096	-34.0031	-33.7986	-36.7752	-36.8189	-34.7769	-12.0796	-9.34923
1.58133	-35.4027	-34.3278	-34.5067	-38.3387	-39.9293	-39.2898	-13.083	-8.51635
1.58132	-36.1757	-35.0592	-35.6048	-40.5232	-45.2332	-45.2917	-13.9551	-7.69522
1.58131	-37.5109	-36.2097	-37.0572	-42.9414	-51.9745	-41.689	-14.7084	-6.9161
1.5813	-39.5721	-37.7922	-38.7072	-43.9947	-45.5804	-37.1467	-15.4012	-6.20532
1.58129	-42.6754	-39.7733	-40.1109	-42.7211	-41.1348	-34.6381	-16.1166	-5.58346
1.58128	-47.2292	-41.9295	-40.6178	-40.8909	-38.8475	-33.3801	-16.9407	-5.06558
1.58127	-50.034	-43.6067	-40.1492	-39.5888	-37.8175	-33.0295	-17.9518	-4.66232
1.58126	-46.0017	-44.0867	-39.3387	-38.997	-37.7455	-33.4814	-19.2227	-4.38115
1.58125	-42.4576	-43.7296	-38.7218	-39.1313	-38.6012	-34.794	-20.8286	-4.22751
1.58125	-40.2778	-43.44	-38.5311	-40.048	-40.5999	-37.2518	-22.8591	-4.20562
1.58124	-39.0403	-43.7572	-38.8678	-41.9025	-44.495	-41.7737	-25.4251	-4.31915
1.58123	-38.5101	-45.0156	-39.8279	-44.891	-53.2587	-53.8044	-28.615	-4.57151
1.58122	-38.5797	-47.762	-41.5886	-47.7502	-49.8934	-47.4551	-32.1003	-4.96609
1.58121	-39.2111	-53.9194	-44.5673	-45.5343	-42.4694	-40.0453	-33.8759	-5.50609
1.5812	-40.3984	-66.6892	-50.0813	-41.6134	-38.6705	-36.6367	-32.7584	-6.19411
1.58119	-42.091	-50.097	-67.4033	-38.7228	-36.3919	-34.801	-31.1809	-7.03107
1.58118	-43.9208	-44.796	-51.1827	-36.7648	-35.0216	-33.943	-30.2544	-8.01414
1.58117	-44.7159	-41.8062	-45.4013	-35.5071	-34.3165	-33.8644	-30.0625	-9.13307
1.58116	-43.6284	-39.9882	-42.4514	-34.8126	-34.1708	-34.538	-30.5696	-10.364
1.58115	-41.7617	-38.9714	-40.7948	-34.6118	-34.5506	-36.0817	-31.7974	-11.661
1.58115	-40.119	-38.6124	-39.9735	-34.881	-35.4747	-38.8537	-33.878	-12.9486
1.58114	-38.952	-38.8765	-39.8106	-35.6353	-37.0201	-43.7902	-37.1596	-14.1273
1.58113	-38.2604	-39.8121	-40.2496	-36.932	-39.3512	-49.1516	-42.5049	-15.1053
1.58112	-38.0018	-41.57	-41.3154	-38.8875	-42.7774	-42.5969	-48.6514	-15.8516
1.58111	-38.1354	-44.443	-43.1282	-41.6952	-47.548	-37.8836	-43.3648	-16.4234
1.5811	-38.6212	-48.4272	-45.99	-45.4551	-49.8971	-35.0961	-39.3768	-16.9363
1.58109	-39.4034	-48.806	-50.7296	-48.2074	-46.5269	-33.3984	-37.4403	-17.5142
1.58108	-40.3763	-44.5178	-60.4966	-46.1762	-43.8872	-32.4487	-36.7694	-18.2612
1.58107	-41.3411	-41.1004	-57.2031	-43.2936	-42.6814	-32.0967	-37.0939	-19.2624
1.58106	-42.0137	-38.817	-50.6903	-41.3961	-42.6492	-32.2833	-38.3918	-20.5988
1.58106	-42.1916	-37.3364	-47.763	-40.3788	-43.7329	-33.0076	-40.7961	-22.3695
1.58105	-41.9523	-36.4577	-46.3967	-40.0542	-45.9646	-34.3203	-44.1434	-24.7287
1.58104	-41.5635	-36.068	-45.998	-40.2909	-48.2573	-36.3239	-44.9923	-27.9712
1.58103	-41.2546	-36.0975	-46.2814	-40.9561	-46.4574	-39.1105	-41.5793	-32.8055
1.58102	-41.1361	-36.4894	-46.9405	-41.812	-42.5943	-42.1296	-38.4588	-41.5067
1.58101	-41.2191	-37.1662	-47.4071	-42.4127	-39.5451	-42.5032	-36.4003	-41.7597
1.581	-41.4399	-37.9816	-46.9872	-42.2869	-37.421	-40.0373	-35.1938	-35.1199
1.58099	-41.6749	-38.673	-45.6907	-41.4746	-36.0303	-37.7112	-34.6775	-32.1954
1.58098	-41.7775	-38.9247	-44.1725	-40.4612	-35.2486	-36.1837	-34.7718	-30.888
1.58097	-41.6594	-38.6239	-42.905	-39.6447	-35.0197	-35.3818	-35.4497	-30.5804
1.58096	-41.3586	-37.9874	-42.0619	-39.2134	-35.3422	-35.2129	-36.6953	-31.0676
