wavelength	s1	s2	s3	s4	s5	s6	s7	s8
1.53944	-41.4235	-39.6725	-44.4687	-45.0217	-43.905	-36.888	-44.61	-41.5935
1.53944	-40.8888	-40.179	-48.6617	-48.1241	-43.721	-37.079	-45.5379	-42.4584
1.53943	-40.8875	-41.1926	-55.9245	-53.4826	-44.2886	-37.8561	-46.8239	-43.1289
1.53942	-41.3289	-42.7417	-50.3363	-58.9915	-45.7467	-39.3076	-47.4675	-43.211
1.53941	-42.0763	-44.7603	-44.4618	-52.2253	-48.4757	-41.6561	-46.3871	-42.6745
1.5394	-42.8603	-46.7277	-41.0515	-47.8206	-53.5279	-45.4534	-44.3147	-41.8939
1.53939	-43.2592	-47.3165	-38.9134	-45.3887	-59.4001	-52.2572	-42.3604	-41.2469
1.53938	-42.9893	-46.1997	-37.6051	-44.1189	-52.0202	-54.8276	-40.8854	-40.9454
1.53938	-42.2465	-44.7455	-36.943	-43.7172	-47.1506	-47.5839	-39.9245	-41.0967
1.53937	-41.4595	-43.7764	-36.8579	-44.099	-44.2948	-43.8655	-39.4491	-41.7777
1.53936	-40.93	-43.5107	-37.3525	-45.2897	-42.5481	-41.8649	-39.4336	-43.0698
1.53935	-40.8016	-44.0577	-38.4954	-47.2999	-41.5576	-40.8838	-39.8661	-45.02
1.53934	-41.1312	-45.6437	-40.4301	-49.3732	-41.1703	-40.6548	-40.7408	-47.2636
1.53933	-41.908	-48.9169	-43.291	-48.6751	-41.3262	-41.0655	-42.0289	-47.9299
1.53932	-42.9575	-56.6564	-46.0486	-45.57	-42.0248	-42.0578	-43.5912	-45.8915
1.53932	-43.686	-59.1796	-44.6827	-42.6997	-43.3192	-43.5216	-44.9948	-43.319
1.53931	-43.2041	-48.6755	-41.1908	-40.5853	-45.3208	-45.0389	-45.5315	-41.2998
1.5393	-41.5723	-44.0987	-38.4268	-39.1458	-48.1529	-45.615	-45.0455	-39.918
1.53929	-39.6841	-41.386	-36.5267	-38.2828	-51.341	-44.7071	-44.2104	-39.101
1.53928	-38.0735	-39.7049	-35.3093	-37.9436	-51.8077	-43.1984	-43.6214	-38.7924
1.53927	-36.8866	-38.7589	-34.6522	-38.1232	-49.1679	-41.9174	-43.5259	-38.9714
1.53926	-36.1381	-38.4303	-34.4938	-38.8689	-46.7067	-41.1375	-43.9833	-39.6564
1.53926	-35.8182	-38.6926	-34.8189	-40.3093	-45.0849	-40.9216	-44.8782	-40.9149
1.53925	-35.9243	-39.5923	-35.6541	-42.7452	-44.1927	-41.3098	-45.6315	-42.8895
1.53924	-36.4685	-41.2646	-37.0779	-47.0055	-43.9069	-42.3934	-45.0718	-45.8461
1.53923	-37.4777	-43.9734	-39.247	-57.0349	-44.1456	-44.3888	-43.0294	-50.0254
1.53922	-38.9775	-47.8723	-42.4334	-54.2103	-44.8313	-47.8336	-40.6302	-52.5417
1.53921	-40.9143	-49.5177	-46.7026	-46.1106	-45.8066	-54.238	-38.5396	-49.1195
1.5392	-42.8719	-45.6955	-48.343	-42.369	-46.673	-56.671	-36.8999	-45.7337
1.5392	-43.7198	-42.2369	-44.9921	-40.2445	-46.7633	-49.1354	-35.6985	-43.5461
1.53919	-42.9054	-39.9797	-42.1326	-39.0775	-45.7968	-45.0752	-34.9001	-42.2274
1.53918	-41.5407	-38.62	-40.4702	-38.632	-44.2867	-42.7248	-34.4783	-41.5438
1.53917	-40.5163	-37.9645	-39.7487	-38.8313	-42.7948	-41.3761	-34.421	-41.3617
1.53916	-40.0938	-37.9258	-39.8271	-39.696	-41.5634	-40.7551	-34.7332	-41.5995
1.53915	-40.3377	-38.4835	-40.6883	-41.3444	-40.6513	-40.7535	-35.4386	-42.2
1.53914	-41.2835	-39.6517	-42.414	-44.0221	-40.0581	-41.3542	-36.586	-43.1137
1.53914	-42.8869	-41.3923	-45.0783	-47.8636	-39.7733	-42.6196	-38.259	-44.2916
1.53913	-44.5296	-43.2337	-47.7362	-49.605	-39.7943	-44.7269	-40.5853	-45.6924
1.53912	-44.3002	-43.6241	-46.8129	-45.9502	-40.1343	-48.0906	-43.6737	-47.32
1.53911	-41.9428	-41.9047	-43.7031	-42.5411	-40.8311	-53.5982	-46.9292	-49.3069
1.5391	-39.4043	-39.6999	-41.2303	-40.3197	-41.9623	-57.0683	-47.3456	-52.0793
1.53909	-37.4405	-37.9385	-39.671	-39.0043	-43.6799	-51.3042	-45.0026	-56.9259
1.53908	-36.1011	-36.7663	-38.896	-38.4123	-46.303	-47.53	-42.9009	-69.2377
1.53908	-35.3271	-36.1596	-38.819	-38.476	-50.6218	-45.4194	-41.6359	-56.8863
1.53907	-35.07	-36.0961	-39.4083	-39.2225	-58.3273	-44.3294	-41.1419	-50.1851
1.53906	-35.2999	-36.5889	-40.6183	-40.8001	-54.2666	-43.9755	-41.3627	-46.2161
1.53905	-35.9819	-37.7023	-42.1166	-43.6148	-47.994	-44.2142	-42.3358	-43.4826
1.53904	-37.0066	-39.5742	-42.6544	-49.0007	-44.395	-44.9415	-44.2459	-41.5147
1.53903	-38.0258	-42.4325	-41.1142	-73.5901	-42.092	-46.0055	-47.6088	-40.1063
1.53902	-38.3485	-46.2147	-38.7085	-49.9475	-40.5924	-47.0938	-53.9786	-39.1479
1.53902	-37.5715	-47.521	-36.5912	-43.9482	-39.6949	-47.7243	-57.0854	-38.5716
1.53901	-36.2176	-44.376	-35.0272	-40.8692	-39.3194	-47.6458	-49.0916	-38.3238
1.539	-34.9579	-41.548	-34.0141	-39.1174	-39.4563	-47.1872	-44.8431	-38.3446
1.53899	-34.1133	-39.8702	-33.5235	-38.2364	-40.1613	-46.8545	-42.3395	-38.5421
1.53898	-33.8073	-39.1776	-33.554	-38.0634	-41.5859	-46.9709	-40.8167	-38.7664
1.53897	-34.1284	-39.4054	-34.1488	-38.568	-44.0955	-47.6871	-39.9712	-38.8124
1.53896	-35.2188	-40.6856	-35.4244	-39.8198	-48.7702	-48.9574	-39.661	-38.508
1.53896	-37.358	-43.5445	-37.6434	-41.999	-61.5477	-50.0705	-39.8162	-37.8462
1.53895	-40.9715	-50.1496	-41.4368	-45.2892	-51.2905	-49.3044	-40.403	-36.9882
1.53894	-43.8171	-57.5271	-48.0096	-47.992	-44.4683	-46.7551	-41.4029	-36.1324
1.53893	-39.5069	-44.5563	-46.2809	-45.4234	-40.8105	-44.1084	-42.7843	-35.4225
1.53892	-35.0927	-39.4891	-40.0737	-41.7445	-38.4874	-41.9929	-44.4404	-34.941
1.53891	-32.1115	-36.5157	-36.4723	-39.146	-36.97	-40.4571	-46.0648	-34.7336
1.5389	-30.1305	-34.6425	-34.2624	-37.4741	-36.0428	-39.4522	-47.1093	-34.8317
1.5389	-28.8924	-33.528	-32.9277	-36.5194	-35.6092	-38.9401	-47.2638	-35.2668
1.53889	-28.2808	-33.0307	-32.2533	-36.1722	-35.6344	-38.9121	-46.9245	-36.0818
1.53888	-28.2611	-33.0973	-32.1528	-36.3968	-36.129	-39.3946	-46.676	-37.3422
1.53887	-28.8513	-33.7216	-32.6169	-37.2189	-37.1522	-40.4596	-46.8684	-39.1518
1.53886	-30.0702	-34.9032	-33.7075	-38.7321	-38.8392	-42.2409	-47.6998	-41.6643
1.53885	-31.6761	-36.5101	-35.5923	-41.1136	-41.4773	-44.9057	-49.3674	-44.9844
1.53884	-32.2868	-37.8336	-38.6661	-44.4919	-45.6994	-47.9989	-52.1402	-48.0858
1.53884	-30.3002	-37.4874	-43.9218	-47.2216	-51.5683	-47.9546	-55.6796	-47.4383
1.53883	-27.2375	-35.6104	-49.6756	-45.2079	-48.3157	-44.6069	-55.1519	-44.7363
1.53882	-24.4918	-33.5879	-43.1249	-42.0167	-43.2434	-41.6119	-51.0101	-42.6584
1.53881	-22.284	-32.0317	-38.6269	-39.8261	-40.1427	-39.4836	-47.7109	-41.4434
1.5388	-20.5464	-31.0489	-36.0961	-38.5927	-38.1922	-38.0455	-45.4189	-40.9735
1.53879	-19.1855	-30.6465	-34.6858	-38.1704	-36.9796	-37.1435	-43.8433	-41.1874
1.53878	-18.1159	-30.8515	-34.058	-38.5274	-36.3032	-36.677	-42.7928	-42.1184
1.53878	-17.2547	-31.7591	-34.0582	-39.7729	-36.0502	-36.5763	-42.1498	-43.939
1.53877	-16.5122	-33.6045	-34.5891	-42.2785	-36.1469	-36.7824	-41.8383	-47.1394
1.53876	-15.7896	-36.9837	-35.5063	-47.2845	-36.5332	-37.2279	-41.8052	-53.4643
1.53875	-14.9909	-43.6131	-36.4443	-62.1521	-37.1457	-37.819	-42.0099	-64.1744
1.53874	-14.0513	-44.3059	-36.7143	-47.9808	-37.9084	-38.4252	-42.4144	-50.7052
1.53873	-12.9617	-36.6896	-35.914	-41.8123	-38.7347	-38.9033	-42.9661	-45.6486
1.53872	-11.7667	-32.5686	-34.5398	-38.5085	-39.5532	-39.1689	-43.5653	-42.8036
1.53872	-10.5368	-30.1011	-33.2393	-36.5126	-40.3546	-39.2615	-44.0147	-41.0395
1.53871	-9.33872	-28.6384	-32.3197	-35.3558	-41.2264	-39.323	-44.017	-39.9593
1.5387	-8.22165	-27.9408	-31.8865	-34.8502	-42.3548	-39.5188	-43.3505	-39.372
1.53869	-7.21641	-27.928	-31.9946	-34.9186	-44.0304	-39.9876	-42.1066	-39.1615
1.53868	-6.33985	-28.5915	-32.7189	-35.5369	-46.7632	-40.8346	-40.596	-39.2377
1.53867	-5.59983	-29.8703	-34.1999	-36.6867	-51.9149	-42.1261	-39.0899	-39.5102
1.53866	-4.99893	-31.132	-36.6816	-38.2318	-66.5621	-43.8147	-37.7366	-39.8758
1.53866	-4.53682	-30.4584	-40.2281	-39.5629	-52.1549	-45.4303	-36.6009	-40.2221
1.53865	-4.21162	-27.6064	-41.5353	-39.4982	-46.0293	-45.7738	-35.7078	-40.4558
1.53864	-4.0207	-24.5081	-37.7964	-37.9802	-42.6823	-44.4414	-35.0671	-40.5422
1.53863	-3.96089	-21.8977	-34.2855	-36.1887	-40.6283	-42.6277	-34.6852	-40.5173
1.53862	-4.02853	-19.8037	-31.9078	-34.779	-39.421	-41.139	-34.5701	-40.4566
1.53861	-4.21918	-18.1401	-30.4101	-33.9068	-38.8907	-40.1703	-34.7357	-40.4303
1.5386	-4.52716	-16.8233	-29.6184	-33.5985	-38.9865	-39.7378	-35.2039	-40.477
1.5386	-4.94485	-15.7821	-29.4648	-33.887	-39.7316	-39.8407	-36.0102	-40.5987
1.53859	-5.46185	-14.9506	-29.9691	-34.8661	-41.1998	-40.5031	-37.2102	-40.7689
1.53858	-6.06398	-14.2602	-31.2593	-36.7609	-43.3815	-41.7875	-38.8946	-40.9517
1.53857	-6.7326	-13.6356	-33.6813	-40.1313	-45.3116	-43.7853	-41.2171	-41.1269
1.53856	-7.44466	-12.9984	-38.2924	-46.5209	-44.2797	-46.4562	-44.4478	-41.3124
1.53855	-8.17435	-12.2808	-52.2723	-47.9687	-41.2615	-48.6629	-48.9547	-41.5705
1.53854	-8.89693	-11.4466	-41.7637	-40.4799	-38.5668	-47.878	-53.05	-41.9958
1.53854	-9.59447	-10.5026	-34.709	-36.3528	-36.5855	-45.4918	-50.7138	-42.697
1.53853	-10.2615	-9.49059	-31.1678	-33.8776	-35.2342	-43.5788	-47.5731	-43.7762
1.53852	-10.9081	-8.46701	-29.0702	-32.3836	-34.4174	-42.4781	-45.8206	-45.2612
1.53851	-11.5578	-7.48379	-27.8512	-31.6107	-34.0753	-42.159	-45.1695	-46.8139
1.5385	-12.2428	-6.58005	-27.2619	-31.4598	-34.1779	-42.6129	-45.4286	-47.1675
1.53849	-12.9975	-5.78146	-27.1167	-31.9243	-34.712	-43.9016	-46.5604	-45.4631
1.53848	-13.8529	-5.10311	-27.1418	-33.0861	-35.6594	-46.0699	-48.5891	-43.0018
1.53848	-14.8327	-4.55296	-26.8613	-35.1717	-36.9371	-48.3297	-51.1357	-40.8169
1.53847	-15.9491	-4.13438	-25.7975	-38.7783	-38.2509	-47.5448	-51.8173	-39.1337
1.53846	-17.1964	-3.84801	-24.0033	-46.0706	-38.9566	-44.3471	-49.4017	-37.9441
1.53845	-18.5398	-3.6928	-21.9505	-50.6986	-38.5609	-41.5405	-46.7529	-37.2135
1.53844	-19.9016	-3.66652	-19.999	-40.8445	-37.4775	-39.5676	-44.8775	-36.9248
1.53843	-21.157	-3.76592	-18.2907	-36.6799	-36.4031	-38.324	-43.7431	-37.0885
1.53842	-22.1706	-3.98649	-16.8522	-34.5066	-35.7038	-37.7137	-43.2047	-37.7521
1.53842	-22.8805	-4.32208	-15.6656	-33.5051	-35.5217	-37.6964	-43.0926	-39.0218
1.53841	-23.3545	-4.76415	-14.6964	-33.4422	-35.9477	-38.2798	-43.1427	-41.1171
1.5384	-23.7455	-5.30093	-13.9011	-34.3283	-37.118	-39.4961	-42.9438	-44.5092
1.53839	-24.2052	-5.91659	-13.2281	-36.3729	-39.3072	-41.2793	-42.1335	-49.922
1.53838	-24.8373	-6.59083	-12.6176	-39.7707	-43.0517	-42.8978	-40.7724	-50.5649
1.53837	-25.6918	-7.29955	-12.0063	-41.1184	-47.4059	-42.4531	-39.2411	-44.8376
1.53836	-26.7602	-8.0174	-11.3386	-36.612	-43.6532	-40.0746	-37.8557	-41.0908
1.53836	-27.9511	-8.72245	-10.5819	-32.5001	-38.8765	-37.6215	-36.7703	-38.7322
1.53835	-29.0508	-9.40203	-9.73612	-29.6297	-35.7771	-35.7243	-36.0455	-37.2474
1.53834	-29.7594	-10.0574	-8.83085	-27.6405	-33.7818	-34.4144	-35.7111	-36.4011
1.53833	-29.9165	-10.7049	-7.91091	-26.2948	-32.5655	-33.6373	-35.7984	-36.0842
1.53832	-29.6882	-11.3722	-7.02156	-25.4487	-31.9815	-33.3558	-36.3615	-36.2548
1.53831	-29.3965	-12.0927	-6.19964	-24.9909	-31.9804	-33.5636	-37.5031	-36.9171
1.5383	-29.2918	-12.8994	-5.47133	-24.7888	-32.5864	-34.288	-39.4296	-38.1178
1.5383	-29.5179	-13.8198	-4.85339	-24.6321	-33.9121	-35.5908	-42.6026	-39.9454
1.53829	-30.1635	-14.8716	-4.35562	-24.2178	-36.2318	-37.5437	-48.2021	-42.483
1.53828	-31.3097	-16.056	-3.98305	-23.2918	-40.2275	-40.018	-52.5314	-45.3541
1.53827	-33.0613	-17.3484	-3.7376	-21.8746	-47.1092	-41.728	-45.1764	-46.239
1.53826	-35.5482	-18.6826	-3.6191	-20.2186	-44.368	-40.6161	-40.684	-44.0748
1.53825	-38.7113	-19.9413	-3.62586	-18.5694	-38.3971	-38.2087	-37.9725	-41.6013
1.53824	-40.9443	-20.9789	-3.75476	-17.0618	-35.0144	-36.2126	-36.254	-39.7872
1.53824	-39.6125	-21.7023	-4.00112	-15.7439	-33.0024	-34.9093	-35.2034	-38.6095
1.53823	-37.1572	-22.1508	-4.35824	-14.6184	-31.868	-34.2594	-34.6604	-37.9405
1.53822	-35.3776	-22.476	-4.81674	-13.6652	-31.395	-34.2234	-34.5305	-37.6676
1.53821	-34.3938	-22.8502	-5.36376	-12.852	-31.4621	-34.8068	-34.7409	-37.6852
1.5382	-34.1063	-23.4084	-5.98237	-12.1381	-31.9432	-36.0585	-35.2088	-37.876
1.53819	-34.4491	-24.2443	-6.65153	-11.478	-32.5809	-38.008	-35.8111	-38.1052
1.53818	-35.3888	-25.4253	-7.34745	-10.8261	-32.8561	-40.2383	-36.3679	-38.2463
1.53818	-36.8499	-26.9993	-8.04669	-10.1448	-32.2429	-40.7461	-36.6872	-38.2391
1.53817	-38.4547	-28.9665	-8.73115	-9.41368	-30.868	-38.5828	-36.6881	-38.1281
1.53816	-39.1056	-31.1456	-9.39335	-8.63358	-29.3009	-36.0353	-36.4753	-38.036
1.53815	-38.0155	-32.8692	-10.0397	-7.82431	-27.9233	-34.1114	-36.2528	-38.1046
1.53814	-36.168	-33.2126	-10.6899	-7.0165	-26.8621	-32.8787	-36.2014	-38.4627
1.53813	-34.5227	-32.4295	-11.373	-6.24272	-26.1135	-32.2818	-36.4329	-39.2303
1.53812	-33.347	-31.5172	-12.1215	-5.53149	-25.5992	-32.3019	-36.9854	-40.5448
1.53812	-32.655	-30.9913	-12.9662	-4.90486	-25.167	-32.9877	-37.7883	-42.5963
1.53811	-32.4122	-30.9988	-13.9322	-4.37842	-24.5931	-34.4988	-38.5521	-45.6164
1.5381	-32.5798	-31.591	-15.0348	-3.96248	-23.6639	-37.2402	-38.7131	-49.059
1.53809	-33.1089	-32.8278	-16.2738	-3.66338	-22.3299	-42.3983	-37.9068	-48.622
1.53808	-33.9042	-34.7985	-17.6235	-3.48464	-20.7373	-50.561	-36.4974	-45.1351
1.53807	-34.7542	-37.496	-19.0196	-3.42773	-19.0881	-41.6187	-35.0589	-42.3678
1.53806	-35.2837	-39.9009	-20.3502	-3.4925	-17.5252	-36.3208	-33.9015	-40.5748
1.53806	-35.1447	-39.2667	-21.4794	-3.67726	-16.1179	-33.3189	-33.1348	-39.5341
1.53805	-34.3948	-36.7449	-22.322	-3.97861	-14.8872	-31.5037	-32.7965	-39.0723
1.53804	-33.4166	-34.6222	-22.9171	-4.39087	-13.828	-30.4832	-32.9146	-39.0315
1.53803	-32.5345	-33.2605	-23.4101	-4.90531	-12.9207	-30.0866	-33.5347	-39.1824
1.53802	-31.9066	-32.5857	-23.9686	-5.50916	-12.1368	-30.2207	-34.7361	-39.1501
1.53801	-31.5905	-32.5275	-24.7258	-6.18461	-11.4414	-30.7866	-36.6335	-38.5401
1.53801	-31.6032	-33.0686	-25.7707	-6.90856	-10.7961	-31.552	-39.2453	-37.314
1.538	-31.9489	-34.2474	-27.1471	-7.65369	-10.163	-31.9718	-41.5147	-35.814
1.53799	-32.6275	-36.1532	-28.8209	-8.39212	-9.51119	-31.393	-40.552	-34.3813
1.53798	-33.6305	-38.8176	-30.5597	-9.10151	-8.82336	-29.8962	-37.7108	-33.1937
1.53797	-34.9222	-41.3718	-31.7768	-9.77208	-8.09941	-28.1449	-35.3229	-32.3169
1.53796	-36.3939	-40.8993	-31.9034	-10.4111	-7.3548	-26.5782	-33.7076	-31.7687
1.53795	-37.7929	-38.2113	-31.2281	-11.0422	-6.61473	-25.3319	-32.7782	-31.5513
1.53795	-38.7418	-35.8524	-30.4621	-11.7002	-5.9072	-24.4038	-32.4614	-31.6624
1.53794	-39.0409	-34.2395	-30.0174	-12.4241	-5.25796	-23.733	-32.7387	-32.0935
1.53793	-38.93	-33.2748	-30.0509	-13.2513	-4.68789	-23.2147	-33.6459	-32.8165
1.53792	-38.8243	-32.8518	-30.6443	-14.2141	-4.21264	-22.6995	-35.265	-33.7452
1.53791	-39.0232	-32.9011	-31.9047	-15.3373	-3.84324	-22.0183	-37.6152	-34.6688
1.5379	-39.7059	-33.3774	-34.052	-16.6345	-3.58707	-21.0573	-39.8808	-35.2229
1.53789	-41.0199	-34.2381	-37.6228	-18.1012	-3.44886	-19.8288	-39.3654	-35.1084
1.53789	-43.1518	-35.4041	-44.301	-19.6985	-3.43129	-18.449	-36.648	-34.4346
1.53788	-46.285	-36.6861	-48.9698	-21.3301	-3.53544	-17.0514	-34.1935	-33.589
1.53787	-49.4058	-37.7108	-40.331	-22.8286	-3.76085	-15.7305	-32.4977	-32.885
1.53786	-48.1101	-38.0736	-36.1742	-24.0082	-4.10527	-14.5344	-31.5016	-32.4822
1.53785	-44.6754	-37.7754	-33.9107	-24.8033	-4.56412	-13.4777	-31.1222	-32.4535
1.53784	-42.0711	-37.2199	-32.7115	-25.3451	-5.12952	-12.5543	-31.3002	-32.8409
1.53783	-40.3481	-36.7714	-32.2775	-25.8612	-5.78907	-11.7449	-31.9463	-33.679
1.53783	-39.2726	-36.5947	-32.4952	-26.5475	-6.52452	-11.0223	-32.7769	-34.9866
1.53782	-38.6633	-36.7103	-33.3455	-27.5278	-7.31092	-10.355	-33.0491	-36.6809
1.53781	-38.3689	-37.0329	-34.871	-28.8551	-8.11753	-9.71123	-31.9934	-38.2879
1.5378	-38.238	-37.3646	-37.1182	-30.4757	-8.91168	-9.06486	-30.0022	-38.7121
1.53779	-38.1168	-37.4243	-39.7654	-32.0901	-9.6663	-8.40026	-27.9289	-37.5964
1.53778	-37.8857	-37.0227	-40.8928	-33.0327	-10.369	-7.71559	-26.1643	-36.0125
1.53777	-37.5155	-36.2464	-39.1381	-32.8474	-11.0286	-7.02194	-24.7869	-34.7366
1.53777	-37.079	-35.3616	-36.8327	-32.0121	-11.6738	-6.33934	-23.7755	-33.9903
1.53776	-36.702	-34.6032	-35.1543	-31.2208	-12.3471	-5.69146	-23.079	-33.8204
1.53775	-36.5091	-34.1087	-34.1906	-30.8168	-13.0954	-5.1012	-22.6263	-34.26
1.53774	-36.6057	-33.9515	-33.8808	-30.9286	-13.9632	-4.58817	-22.313	-35.3678
1.53773	-37.0894	-34.1824	-34.1982	-31.6404	-14.9891	-4.16791	-21.9895	-37.1828
1.53772	-38.0777	-34.8586	-35.1752	-33.0873	-16.2027	-3.85209	-21.4797	-39.3079
1.53771	-39.7556	-36.0711	-36.9096	-35.5683	-17.6194	-3.64917	-20.6592	-39.7107
1.53771	-42.4765	-37.9869	-39.503	-39.8917	-19.2259	-3.56519	-19.5375	-37.344
1.5377	-46.9331	-40.9429	-42.3371	-49.0209	-20.9481	-3.60432	-18.2394	-34.555
1.53769	-51.1608	-45.6221	-42.1514	-45.5563	-22.602	-3.76925	-16.9091	-32.3687
1.53768	-46.0621	-50.4113	-39.1354	-38.5933	-23.8941	-4.06122	-15.6479	-30.829
1.53767	-41.4853	-45.7754	-36.4316	-35.1205	-24.6086	-4.4798	-14.5064	-29.8447
1.53766	-38.5692	-41.4211	-34.5495	-33.1414	-24.851	-5.02213	-13.4988	-29.3368
1.53765	-36.6585	-38.7699	-33.3597	-32.0699	-24.9487	-5.68177	-12.6171	-29.2405
1.53765	-35.4344	-37.1449	-32.7374	-31.6797	-25.19	-6.44684	-11.8394	-29.4781
1.53764	-34.7429	-36.2113	-32.6089	-31.8858	-25.7513	-7.29766	-11.1355	-29.9073
1.53763	-34.5093	-35.7991	-32.9388	-32.6868	-26.7454	-8.20465	-10.4718	-30.256
1.53762	-34.7057	-35.8082	-33.7166	-34.1644	-28.2787	-9.12796	-9.81645	-30.1521
1.53761	-35.34	-36.1643	-34.9395	-36.5384	-30.4945	-10.0218	-9.14566	-29.4061
1.5376	-36.4581	-36.7884	-36.5668	-40.3863	-33.5867	-10.8457	-8.449	-28.2216
1.53759	-38.1594	-37.5685	-38.382	-47.8881	-37.4571	-11.5798	-7.73103	-26.9452
1.53759	-40.631	-38.3418	-39.7381	-56.3058	-39.3688	-12.2363	-7.00867	-25.8008
1.53758	-44.1701	-38.9245	-39.8391	-44.1592	-37.1324	-12.8576	-6.30576	-24.8704
1.53757	-48.4046	-39.2164	-38.9326	-39.9497	-34.7796	-13.504	-5.64744	-24.1479
1.53756	-48.1098	-39.2873	-37.8907	-37.8479	-33.4456	-14.2393	-5.05639	-23.5714
1.53755	-44.3598	-39.3253	-37.1856	-36.8623	-33.0467	-15.1223	-4.55106	-23.0344
1.53754	-41.5588	-39.524	-36.9558	-36.6436	-33.518	-16.2049	-4.14552	-22.405
1.53753	-39.7615	-40.0343	-37.2374	-37.0051	-34.9522	-17.5327	-3.85015	-21.5725
1.53753	-38.6763	-40.98	-38.0549	-37.7437	-37.74	-19.1436	-3.67241	-20.5078
1.53752	-38.1245	-42.4967	-39.4422	-38.4689	-43.3078	-21.055	-3.61775	-19.2746
1.53751	-38.0045	-44.7842	-41.405	-38.5692	-85.2224	-23.2168	-3.69013	-17.9796
1.5375	-38.2589	-48.1683	-43.6957	-37.7521	-43.2342	-25.3871	-3.89242	-16.7168
1.53749	-38.8584	-52.7493	-45.1987	-36.4407	-37.5103	-27.0015	-4.22647	-15.5449
1.53748	-39.796	-54.097	-44.65	-35.1679	-34.5363	-27.5635	-4.69279	-14.4903
1.53747	-41.0862	-50.506	-43.1001	-34.1952	-32.844	-27.3833	-5.28993	-13.5557
1.53747	-42.767	-47.8233	-41.8365	-33.6053	-31.9935	-27.1384	-6.0131	-12.7283
1.53746	-44.8846	-46.4669	-41.2216	-33.4183	-31.8187	-27.2364	-6.85208	-11.9851
1.53745	-47.3648	-46.1916	-41.3241	-33.6439	-32.2752	-27.8607	-7.78822	-11.2972
1.53744	-49.4032	-46.9692	-42.222	-34.302	-33.4097	-29.1485	-8.79097	-10.6339
1.53743	-49.0952	-49.0773	-44.133	-35.4327	-35.3857	-31.3233	-9.81573	-9.9683
1.53742	-46.8144	-53.5434	-47.6782	-37.1035	-38.5944	-34.9124	-10.8067	-9.28332
1.53741	-44.406	-62.047	-55.3807	-39.4043	-43.8494	-41.6127	-11.7097	-8.57492
1.53741	-42.4462	-53.2162	-59.451	-42.3416	-47.2876	-47.5849	-12.493	-7.85245
1.5374	-40.9642	-47.222	-49.0335	-45.1907	-41.6764	-38.3241	-13.1658	-7.13501
1.53739	-39.9129	-43.6584	-44.8013	-45.6866	-37.8	-34.1145	-13.7786	-6.44623
1.53738	-39.2567	-41.2529	-42.5272	-44.0797	-35.5716	-31.8976	-14.406	-5.80962
1.53737	-38.9816	-39.5395	-41.3639	-42.6059	-34.3699	-30.7821	-15.1271	-5.24573
1.53736	-39.0937	-38.2886	-41.0288	-41.9074	-33.9247	-30.4589	-16.0153	-4.77108
1.53736	-39.6184	-37.3606	-41.4256	-42.0378	-34.1225	-30.8217	-17.1388	-4.39829
1.53735	-40.5975	-36.6575	-42.5252	-43.0444	-34.9225	-31.8788	-18.5679	-4.13679
1.53734	-42.0679	-36.1065	-44.1867	-45.1108	-36.2917	-33.7563	-20.3873	-3.99365
1.53733	-43.9439	-35.6572	-45.5439	-48.6639	-38.0347	-36.7882	-22.7115	-3.97426
1.53732	-45.5726	-35.2837	-44.8163	-53.512	-39.3347	-41.809	-25.6946	-4.08295
1.53731	-45.4747	-34.9849	-42.4414	-51.897	-38.9216	-48.2701	-29.4132	-4.32326
1.5373	-43.6455	-34.7817	-40.098	-47.4172	-37.1932	-43.0707	-32.7902	-4.69811
1.5373	-41.5705	-34.7099	-38.31	-44.6826	-35.4149	-38.646	-32.566	-5.20956
1.53729	-39.9146	-34.8142	-37.098	-43.2835	-34.085	-36.3428	-30.408	-5.85822
1.53728	-38.7737	-35.1457	-36.411	-42.9377	-33.2769	-35.2953	-28.8151	-6.64206
1.53727	-38.1235	-35.7645	-36.2129	-43.6321	-32.9764	-35.1763	-28.0464	-7.55431
1.53726	-37.9409	-36.7483	-36.4953	-45.6706	-33.1756	-35.881	-28.0009	-8.58013
1.53725	-38.2296	-38.2129	-37.2749	-50.2409	-33.8989	-37.3757	-28.6211	-9.69205
1.53724	-39.0334	-40.3595	-38.5812	-66.4275	-35.223	-39.3737	-29.9318	-10.8454
1.53724	-40.46	-43.6076	-40.3859	-50.6983	-37.3218	-40.3078	-32.0698	-11.9777
1.53723	-42.7477	-49.0878	-42.3002	-44.0352	-40.6049	-38.5324	-35.3823	-13.0193
1.53722	-46.4866	-57.8002	-43.0249	-40.3557	-46.334	-35.867	-40.6738	-13.9187
1.53721	-53.6536	-49.813	-41.7499	-37.9915	-65.6257	-33.6832	-46.1266	-14.6723
1.5372	-57.3804	-44.7578	-39.7852	-36.4444	-49.1375	-32.1566	-41.0956	-15.3322
1.53719	-48.4429	-42.031	-38.133	-35.5063	-43.547	-31.225	-37.2014	-15.9874
1.53718	-44.2491	-40.486	-37.0133	-35.0817	-41.0819	-30.8305	-35.195	-16.7352
1.53718	-41.8545	-39.7202	-36.4266	-35.1344	-40.0925	-30.9531	-34.3553	-17.6666
1.53717	-40.4411	-39.5623	-36.3563	-35.6696	-40.1777	-31.618	-34.3997	-18.8667
