s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_3@TE0_1@TE0_re,s_3@TE0_1@TE0_im,s_4@TE0_1@TE0_re,s_4@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,s_3@TE0_2@TE0_re,s_3@TE0_2@TE0_im,s_4@TE0_2@TE0_re,s_4@TE0_2@TE0_im,s_1@TE0_3@TE0_re,s_1@TE0_3@TE0_im,s_2@TE0_3@TE0_re,s_2@TE0_3@TE0_im,s_3@TE0_3@TE0_re,s_3@TE0_3@TE0_im,s_4@TE0_3@TE0_re,s_4@TE0_3@TE0_im,s_1@TE0_4@TE0_re,s_1@TE0_4@TE0_im,s_2@TE0_4@TE0_re,s_2@TE0_4@TE0_im,s_3@TE0_4@TE0_re,s_3@TE0_4@TE0_im,s_4@TE0_4@TE0_re,s_4@TE0_4@TE0_im,wavelength_μm
-0.0152410166970587,-0.0101051577965805,-0.0192427819008074,-0.0207220293911142,-0.5386312381815339,0.3583509517654366,0.3793619020214527,0.5066073961047047,-0.0192427819008074,-0.0207220293911142,-0.0152410166970587,-0.0101051577965805,0.3793619020214527,0.5066073961047047,-0.5386312381815339,0.3583509517654366,-0.5386312381815339,0.3583509517654366,0.3793619020214527,0.5066073961047047,-0.0152410166970587,-0.0101051577965805,-0.0192427819008074,-0.0207220293911142,0.3793619020214527,0.5066073961047047,-0.5386312381815339,0.3583509517654366,-0.0192427819008074,-0.0207220293911142,-0.0152410166970587,-0.0101051577965805,1.5
-0.0162413149996025,-0.0079163799121665,-0.0216712969626483,-0.0177511572349057,-0.5014795392050143,0.4091135492609373,0.4263415004534694,0.4681302697644141,-0.0216712969626483,-0.0177511572349057,-0.0162413149996025,-0.0079163799121665,0.4263415004534694,0.4681302697644141,-0.5014795392050143,0.4091135492609373,-0.5014795392050143,0.4091135492609373,0.4263415004534694,0.4681302697644141,-0.0162413149996025,-0.0079163799121665,-0.0216712969626483,-0.0177511572349057,0.4263415004534694,0.4681302697644141,-0.5014795392050143,0.4091135492609373,-0.0216712969626483,-0.0177511572349057,-0.0162413149996025,-0.0079163799121665,1.5001
-0.0169184240634721,-0.0056629636939689,-0.0236465212291069,-0.0145286147692755,-0.4595454366314002,0.4560169016990547,0.4694512926223743,0.4253297705995825,-0.0236465212291069,-0.0145286147692755,-0.0169184240634721,-0.0056629636939689,0.4694512926223743,0.4253297705995825,-0.4595454366314002,0.4560169016990547,-0.4595454366314002,0.4560169016990547,0.4694512926223743,0.4253297705995825,-0.0169184240634721,-0.0056629636939689,-0.0236465212291069,-0.0145286147692755,0.4694512926223743,0.4253297705995825,-0.4595454366314002,0.4560169016990547,-0.0236465212291069,-0.0145286147692755,-0.0169184240634721,-0.0056629636939689,1.5002
-0.0172787804255727,-0.0033906052447124,-0.0251505828440581,-0.0111229692123852,-0.4132329457470365,0.4986116804571557,0.5082985308947664,0.3785931088019078,-0.0251505828440581,-0.0111229692123852,-0.0172787804255727,-0.0033906052447124,0.5082985308947664,0.3785931088019078,-0.4132329457470365,0.4986116804571557,-0.4132329457470365,0.4986116804571557,0.5082985308947664,0.3785931088019078,-0.0172787804255727,-0.0033906052447124,-0.0251505828440581,-0.0111229692123852,0.5082985308947664,0.3785931088019078,-0.4132329457470365,0.4986116804571557,-0.0251505828440581,-0.0111229692123852,-0.0172787804255727,-0.0033906052447124,1.5003
-0.0173345039805123,-0.0011405326715385,-0.0261761447442186,-0.0076016448539439,-0.3629875257363346,0.536491331096244,0.5425297863501742,0.3283417635236237,-0.0261761447442186,-0.0076016448539439,-0.0173345039805123,-0.0011405326715385,0.5425297863501742,0.3283417635236237,-0.3629875257363346,0.536491331096244,-0.3629875257363346,0.536491331096244,0.5425297863501742,0.3283417635236237,-0.0173345039805123,-0.0011405326715385,-0.0261761447442186,-0.0076016448539439,0.5425297863501742,0.3283417635236237,-0.3629875257363346,0.536491331096244,-0.0261761447442186,-0.0076016448539439,-0.0173345039805123,-0.0011405326715385,1.5004
-0.0171018522524407,0.0010508042853688,-0.0267253339307696,-0.0040290724253786,-0.3092915999129116,0.5692955587262893,0.5718333145422418,0.2750271772004715,-0.0267253339307696,-0.0040290724253786,-0.0171018522524407,0.0010508042853688,0.5718333145422418,0.2750271772004715,-0.3092915999129116,0.5692955587262893,-0.3092915999129116,0.5692955587262893,0.5718333145422418,0.2750271772004715,-0.0171018522524407,0.0010508042853688,-0.0267253339307696,-0.0040290724253786,0.5718333145422418,0.2750271772004715,-0.3092915999129116,0.5692955587262893,-0.0267253339307696,-0.0040290724253786,-0.0171018522524407,0.0010508042853688,1.5005
-0.0165999219845223,0.0031516016325318,-0.0268081835084799,-0.0004653515754981,-0.2526599323742784,0.5967134136882338,0.5959408915375616,0.2191266198325013,-0.0268081835084799,-0.0004653515754981,-0.0165999219845223,0.0031516016325318,0.5959408915375616,0.2191266198325013,-0.2526599323742784,0.5967134136882338,-0.2526599323742784,0.5967134136882338,0.5959408915375616,0.2191266198325013,-0.0165999219845223,0.0031516016325318,-0.0268081835084799,-0.0004653515754981,0.5959408915375616,0.2191266198325013,-0.2526599323742784,0.5967134136882338,-0.0268081835084799,-0.0004653515754981,-0.0165999219845223,0.0031516016325318,1.5006
-0.015849664354852,0.0051343288918055,-0.0264409053286232,0.0030343823444371,-0.1936348581629462,0.6184860649739532,0.6146293355731143,0.1611392457999677,-0.0264409053286232,0.0030343823444371,-0.015849664354852,0.0051343288918055,0.6146293355731143,0.1611392457999677,-0.1936348581629462,0.6184860649739532,-0.1936348581629462,0.6184860649739532,0.6146293355731143,0.1611392457999677,-0.015849664354852,0.0051343288918055,-0.0264409053286232,0.0030343823444371,0.6146293355731143,0.1611392457999677,-0.1936348581629462,0.6184860649739532,-0.0264409053286232,0.0030343823444371,-0.015849664354852,0.0051343288918055,1.5007
-0.0148731688532651,0.0069752577675197,-0.0256443741775907,0.0064199402437952,-0.132781283884516,0.6344093201090941,0.6277218612404839,0.1015822474975445,-0.0256443741775907,0.0064199402437952,-0.0148731688532651,0.0069752577675197,0.6277218612404839,0.1015822474975445,-0.132781283884516,0.6344093201090941,-0.132781283884516,0.6344093201090941,0.6277218612404839,0.1015822474975445,-0.0148731688532651,0.0069752577675197,-0.0256443741775907,0.0064199402437952,0.6277218612404839,0.1015822474975445,-0.132781283884516,0.6344093201090941,-0.0256443741775907,0.0064199402437952,-0.0148731688532651,0.0069752577675197,1.5008
-0.0136931565302036,0.008653933360005,-0.0244430772526745,0.0096456896965337,-0.0706813248802308,0.6443358587169156,0.6350892933550449,0.040986970806625,-0.0244430772526745,0.0096456896965337,-0.0136931565302036,0.008653933360005,0.6350892933550449,0.040986970806625,-0.0706813248802308,0.6443358587169156,-0.0706813248802308,0.6443358587169156,0.6350892933550449,0.040986970806625,-0.0136931565302036,0.008653933360005,-0.0244430772526745,0.0096456896965337,0.6350892933550449,0.040986970806625,-0.0706813248802308,0.6443358587169156,-0.0244430772526745,0.0096456896965337,-0.0136931565302036,0.008653933360005,1.5009
-0.0123326900643164,0.0101525837980752,-0.0228645315094618,0.012670147237493,-0.0079284686916462,0.6481770244143377,0.6366510635682119,-0.0201050911140893,-0.0228645315094618,0.012670147237493,-0.0123326900643164,0.0101525837980752,0.6366510635682119,-0.0201050911140893,-0.0079284686916462,0.6481770244143377,-0.0079284686916462,0.6481770244143377,0.6366510635682119,-0.0201050911140893,-0.0123326900643164,0.0101525837980752,-0.0228645315094618,0.012670147237493,0.6366510635682119,-0.0201050911140893,-0.0079284686916462,0.6481770244143377,-0.0228645315094618,0.012670147237493,-0.0123326900643164,0.0101525837980752,1.501
-0.0108151764154458,0.0114555151599745,-0.0209389442975999,0.0154557797428919,0.0548787347657701,0.6459039256674094,0.6323758815464037,-0.0811464039472834,-0.0209389442975999,0.0154557797428919,-0.0108151764154458,0.0114555151599745,0.6323758815464037,-0.0811464039472834,0.0548787347657701,0.6459039256674094,0.0548787347657701,0.6459039256674094,0.6323758815464037,-0.0811464039472834,-0.0108151764154458,0.0114555151599745,-0.0209389442975999,0.0154557797428919,0.6323758815464037,-0.0811464039472834,0.0548787347657701,0.6459039256674094,-0.0209389442975999,0.0154557797428919,-0.0108151764154458,0.0114555151599745,1.5011
-0.0091647208799088,0.0125486504951581,-0.0186988300603875,0.0179689920815786,0.1171432911087889,0.637547588052359,0.6222820310271828,-0.1415874837914825,-0.0186988300603875,0.0179689920815786,-0.0091647208799088,0.0125486504951581,0.6222820310271828,-0.1415874837914825,0.1171432911087889,0.637547588052359,0.1171432911087889,0.637547588052359,0.6222820310271828,-0.1415874837914825,-0.0091647208799088,0.0125486504951581,-0.0186988300603875,0.0179689920815786,0.6222820310271828,-0.1415874837914825,0.1171432911087889,0.637547588052359,-0.0186988300603875,0.0179689920815786,-0.0091647208799088,0.0125486504951581,1.5012
-0.007406759530855,0.0134194487049583,-0.016178441467807,0.0201800633611966,0.1782763697067539,0.6231980016120047,0.6064373559988421,-0.2008808405565538,-0.016178441467807,0.0201800633611966,-0.007406759530855,0.0134194487049583,0.6064373559988421,-0.2008808405565538,0.1782763697067539,0.6231980016120047,0.1782763697067539,0.6231980016120047,0.6064373559988421,-0.2008808405565538,-0.007406759530855,0.0134194487049583,-0.016178441467807,0.0201800633611966,0.6064373559988421,-0.2008808405565538,0.1782763697067539,0.6231980016120047,-0.016178441467807,0.0201800633611966,-0.007406759530855,0.0134194487049583,1.5013
-0.0055687081515444,0.0140573878834843,-0.0134131403879774,0.0220627608000911,0.2377035135100899,0.6030020923512895,0.5849591065979816,-0.2584847167188612,-0.0134131403879774,0.0220627608000911,-0.0055687081515444,0.0140573878834843,0.5849591065979816,-0.2584847167188612,0.2377035135100899,0.6030020923512895,0.2377035135100899,0.6030020923512895,0.5849591065979816,-0.2584847167188612,-0.0055687081515444,0.0140573878834843,-0.0134131403879774,0.0220627608000911,0.5849591065979816,-0.2584847167188612,0.2377035135100899,0.6030020923512895,-0.0134131403879774,0.0220627608000911,-0.0055687081515444,0.0140573878834843,1.5014
-0.0036802384540939,0.0144549958951727,-0.0104390511046076,0.0235935497033737,0.2948701118726785,0.5771608512766808,0.5580138411545569,-0.3138667099572503,-0.0104390511046076,0.0235935497033737,-0.0036802384540939,0.0144549958951727,0.5580138411545569,-0.3138667099572503,0.2948701118726785,0.5771608512766808,0.2948701118726785,0.5771608512766808,0.5580138411545569,-0.3138667099572503,-0.0036802384540939,0.0144549958951727,-0.0104390511046076,0.0235935497033737,0.5580138411545569,-0.3138667099572503,0.2948701118726785,0.5771608512766808,-0.0104390511046076,0.0235935497033737,-0.0036802384540939,0.0144549958951727,1.5015
-0.0017728353346942,0.0146091348222246,-0.0072933498333351,0.0247506330897408,0.3492459598420418,0.5459260010866864,0.525817497472484,-0.3665075134498239,-0.0072933498333351,0.0247506330897408,-0.0017728353346942,0.0146091348222246,0.525817497472484,-0.3665075134498239,0.3492459598420418,0.5459260010866864,0.3492459598420418,0.5459260010866864,0.525817497472484,-0.3665075134498239,-0.0017728353346942,0.0146091348222246,-0.0072933498333351,0.0247506330897408,0.525817497472484,-0.3665075134498239,0.3492459598420418,0.5459260010866864,-0.0072933498333351,0.0247506330897408,-0.0017728353346942,0.0146091348222246,1.5016
