s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,wavelength_μm
-0.0014999798610153,2.0010273100912317e-05,0.3885030918708569,0.909219715180684,0.3885030918708569,0.909219715180684,-0.0014999798610153,2.0010273100912317e-05,1.5
-0.0014995988047995,1.993967240072725e-05,0.4094307034034188,0.8999865961898547,0.4094307034034188,0.8999865961898547,-0.0014995988047995,1.993967240072725e-05,1.5001
-0.0014992241902916,1.9869339012581925e-05,0.4301363163866123,0.8902731926982825,0.4301363163866123,0.8902731926982825,-0.0014992241902916,1.9869339012581925e-05,1.5002
-0.0014988559792735,1.979951630699894e-05,0.4506089441433046,0.8800848962662431,0.4506089441433046,0.8800848962662431,-0.0014988559792735,1.979951630699894e-05,1.5003
-0.0014984941243486,1.973044706442567e-05,0.4708377320187456,0.8694273488475558,0.4708377320187456,0.8694273488475558,-0.0014984941243486,1.973044706442567e-05,1.5004
-0.0014981385689721,1.966237313478543e-05,0.4908119630619304,0.8583064395364112,0.4908119630619304,0.8583064395364112,-0.0014981385689721,1.966237313478543e-05,1.5005
-0.0014977892471936,1.959553490826451e-05,0.5105210636303834,0.846728301185763,0.5105210636303834,0.846728301185763,-0.0014977892471936,1.959553490826451e-05,1.5006
-0.0014974460839667,1.9530171102031077e-05,0.5299546089037167,0.834699306900732,0.5299546089037167,0.834699306900732,-0.0014974460839667,1.9530171102031077e-05,1.5007
-0.0014971089950553,1.9466518318949308e-05,0.5491023283189717,0.8222260664046497,0.5491023283189717,0.8222260664046497,-0.0014971089950553,1.9466518318949308e-05,1.5008
-0.0014967778870946,1.940481068273944e-05,0.5679541109120022,0.8093154222865647,0.5679541109120022,0.8093154222865647,-0.0014967778870946,1.940481068273944e-05,1.5009
-0.0014964526578098,1.934527954936266e-05,0.5865000105686996,0.7959744461250672,0.5865000105686996,0.7959744461250672,-0.0014964526578098,1.934527954936266e-05,1.501
-0.0014961331957787,1.928815297220036e-05,0.6047302511823718,0.7822104345001029,0.6047302511823718,0.7822104345001029,-0.0014961331957787,1.928815297220036e-05,1.5011
-0.0014958193809857,1.923365557364165e-05,0.6226352317121321,0.7680309048816857,0.6226352317121321,0.7680309048816857,-0.0014958193809857,1.923365557364165e-05,1.5012
-0.0014955110844838,1.9182007974817526e-05,0.6402055311449155,0.753443591413416,0.6402055311449155,0.753443591413416,-0.0014955110844838,1.9182007974817526e-05,1.5013
-0.001495208168869,1.913342659142553e-05,0.6574319133518619,0.7384564405796311,0.6574319133518619,0.7384564405796311,-0.001495208168869,1.913342659142553e-05,1.5014
-0.0014949104882686,1.9088123231599893e-05,0.6743053318429818,0.7230776067668166,0.6743053318429818,0.7230776067668166,-0.0014949104882686,1.9088123231599893e-05,1.5015
-0.0014946178885254,1.9046304780608175e-05,0.6908169344125829,0.7073154477211511,0.6908169344125829,0.7073154477211511,-0.0014946178885254,1.9046304780608175e-05,1.5016
-0.0014943302073818,1.9008172818092354e-05,0.7069580676778473,0.6911785198993698,0.7069580676778473,0.6911785198993698,-0.0014943302073818,1.9008172818092354e-05,1.5017
-0.0014940472747038,1.897392338782252e-05,0.7227202815041582,0.6746755737210024,0.7227202815041582,0.6746755737210024,-0.0014940472747038,1.897392338782252e-05,1.5018
-0.0014937689125893,1.89437465691146e-05,0.7380953333173846,0.6578155487244861,0.7380953333173846,0.6578155487244861,-0.0014937689125893,1.89437465691146e-05,1.5019
-0.0014934949356376,1.89178262255546e-05,0.7530751923002045,0.640607568626834,0.7530751923002045,0.640607568626834,-0.0014934949356376,1.89178262255546e-05,1.502
-0.0014932251512878,1.8896339765645702e-05,0.7676520434703683,0.6230609362886098,0.7676520434703683,0.6230609362886098,-0.0014932251512878,1.8896339765645702e-05,1.5021
-0.0014929593597749,1.887945769219682e-05,0.7818182916401447,0.6051851285964921,0.7818182916401447,0.6051851285964921,-0.0014929593597749,1.887945769219682e-05,1.5022
-0.0014926973546359,1.8867343446169424e-05,0.7955665652526762,0.5869897912505635,0.7955665652526762,0.5869897912505635,-0.0014926973546359,1.8867343446169424e-05,1.5023
-0.0014924389229639,1.8860153155137507e-05,0.8088897200938009,0.5684847334755712,0.8088897200938009,0.5684847334755712,-0.0014924389229639,1.8860153155137507e-05,1.5024
-0.0014921838454465,1.8858035214128225e-05,0.821780842882654,0.5496799226466159,0.821780842882654,0.5496799226466159,-0.0014921838454465,1.8858035214128225e-05,1.5025
-0.0014919318969075,1.8861130209740194e-05,0.834233254729066,0.5305854788405288,0.834233254729066,0.5305854788405288,-0.0014919318969075,1.8861130209740194e-05,1.5026
-0.0014916828464679,1.8869570568072025e-05,0.8462405144668721,0.5112116693093208,0.8462405144668721,0.5112116693093208,-0.0014916828464679,1.8869570568072025e-05,1.5027
-0.0014914364578959,1.8883480387333145e-05,0.8577964218547,0.4915689028845434,0.8577964218547,0.4915689028845434,-0.0014914364578959,1.8883480387333145e-05,1.5028
-0.0014911924898452,1.890297516043568e-05,0.8688950206451224,0.4716677243124036,0.8688950206451224,0.4716677243124036,-0.0014911924898452,1.890297516043568e-05,1.5029
-0.001490950696353,1.892816166883263e-05,0.8795306015197614,0.4515188085229392,0.8795306015197614,0.4515188085229392,-0.001490950696353,1.892816166883263e-05,1.503
-0.0014907108268796,1.895913764633072e-05,0.8896977048922038,0.4311329548375761,0.8896977048922038,0.4311329548375761,-0.0014907108268796,1.895913764633072e-05,1.5031
